custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
t_0,-97.44695,21.33318,600.0,False,125.83404,0.79526
t_1,-97.54375,21.33603,247.0,False,491.91909,2.19517
t_2,-97.64056,21.33882,291.0,False,465.5151,1.81978
t_3,-97.44387,21.42388,223.0,False,502.0622,2.46748
t_4,-97.54074,21.42673,206.0,False,507.65588,2.70178
t_5,-97.63762,21.42952,335.0,False,428.24189,1.54904
t_6,-97.53773,21.51744,600.0,False,125.83404,0.79526
t_7,-97.63467,21.52023,268.0,False,480.64358,1.99953
t_8,-97.53471,21.60815,600.0,False,125.83404,0.79526
t_9,-97.63171,21.61094,600.0,False,125.83404,0.79526
t_10,-97.62876,21.70166,600.0,False,125.83404,0.79526
t_11,-97.32699,20.60338,319.0,False,443.04555,1.63824
t_12,-97.37513,20.60485,382.0,False,377.46027,1.33301
t_13,-97.42327,20.60631,328.0,False,434.8891,1.58692
t_14,-97.47141,20.60775,369.0,False,392.4733,1.38687
t_15,-97.51955,20.60917,275.0,False,476.35366,1.94141
t_16,-97.5677,20.61058,303.0,False,456.43054,1.73757
t_17,-97.61584,20.61197,301.0,False,458.00169,1.75079
t_18,-97.66399,20.61335,445.0,False,298.43653,1.11941
t_19,-97.27726,20.64723,417.0,False,334.41102,1.20581
t_20,-97.32542,20.64871,342.0,False,421.33721,1.51282
t_21,-97.37357,20.65018,450.0,False,291.97695,1.10519
t_22,-97.42173,20.65164,379.0,False,380.98135,1.34509
t_23,-97.46989,20.65308,277.0,False,475.07785,1.92538
t_24,-97.51805,20.6545,349.0,False,414.18391,1.47816
t_25,-97.56621,20.65591,419.0,False,331.86827,1.19923
t_26,-97.61437,20.6573,330.0,False,433.01662,1.57592
t_27,-97.66253,20.65868,509.0,False,218.09365,0.95991
t_28,-97.27567,20.69255,292.0,False,464.78944,1.81266
t_29,-97.32384,20.69404,372.0,False,389.0669,1.37408
t_30,-97.37202,20.69551,412.0,False,340.7386,1.22256
t_31,-97.42019,20.69697,359.0,False,403.55426,1.43115
t_32,-97.46836,20.69841,309.0,False,451.58057,1.69903
t_33,-97.51654,20.69983,419.0,False,331.86827,1.19923
t_34,-97.56472,20.70124,274.0,False,476.98318,1.94952
t_35,-97.61289,20.70264,348.0,False,415.22066,1.48302
t_36,-97.66107,20.70402,411.0,False,341.99864,1.22597
t_37,-97.27409,20.73788,270.0,False,479.4456,1.98259
t_38,-97.32227,20.73937,273.0,False,477.60712,1.95769
t_39,-97.37046,20.74084,329.0,False,433.95555,1.5814
t_40,-97.41865,20.7423,313.0,False,448.23398,1.67421
t_41,-97.46684,20.74374,424.0,False,325.48616,1.18306
t_42,-97.51503,20.74516,465.0,False,272.67065,1.0645
t_43,-97.56323,20.74657,368.0,False,393.60059,1.39118
t_44,-97.61142,20.74797,289.0,False,466.94932,1.8342
t_45,-97.65961,20.74935,283.0,False,471.11547,1.87875
t_46,-97.2725,20.78321,251.0,False,489.95103,2.1552
t_47,-97.3207,20.7847,241.0,False,494.71818,2.2578
t_48,-97.36891,20.78617,284.0,False,470.4353,1.87119
t_49,-97.41711,20.78763,369.0,False,392.4733,1.38687
t_50,-97.46532,20.78907,325.0,False,437.65721,1.60368
t_51,-97.51353,20.7905,438.0,False,307.47889,1.1399
t_52,-97.56173,20.79191,405.0,False,349.51564,1.24677
t_53,-97.60994,20.79331,427.0,False,321.64193,1.17356
t_54,-97.65815,20.79469,397.0,False,359.40737,1.27555
t_55,-97.26932,20.87388,217.0,False,504.17791,2.54568
t_56,-97.36579,20.87684,217.0,False,504.17791,2.54568
t_57,-97.46227,20.87974,284.0,False,470.4353,1.87119
t_58,-97.55875,20.88258,605.0,False,121.76856,0.78774
t_59,-97.65523,20.88536,383.0,False,376.27948,1.32903
t_60,-97.36267,20.96752,234.0,False,497.75773,2.33524
t_61,-97.45921,20.97042,276.0,False,475.71855,1.93336
t_62,-97.55576,20.97326,302.0,False,457.21896,1.74416
t_63,-97.65231,20.97604,241.0,False,494.71818,2.2578
t_64,-97.35954,21.0582,244.0,False,493.34135,2.22607
t_65,-97.45615,21.0611,268.0,False,480.64358,1.99953
t_66,-97.55276,21.06395,320.0,False,442.1613,1.63238
t_67,-97.64938,21.06673,541.0,False,181.88601,0.89523
t_68,-97.35641,21.14888,600.0,False,125.83404,0.79526
t_69,-97.45309,21.15179,282.0,False,471.78997,1.88638
t_70,-97.54976,21.15463,308.0,False,452.40309,1.70534
t_71,-97.64644,21.15742,378.0,False,382.14779,1.34916
t_72,-97.35328,21.23957,600.0,False,125.83404,0.79526
t_73,-97.45002,21.24248,237.0,False,496.48439,2.30145
t_74,-97.54676,21.24533,293.0,False,464.05808,1.80558
t_75,-97.64351,21.24811,379.0,False,380.98135,1.34509
t_76,-97.23231,20.55507,412.0,False,340.7386,1.22256
t_77,-97.18257,20.59888,296.0,False,461.82974,1.78466
t_78,-97.23071,20.6004,479.0,False,254.87376,1.02899
t_79,-97.22911,20.64572,336.0,False,427.27108,1.54377
t_80,-97.2275,20.69105,359.0,False,403.55426,1.43115
t_81,-97.2259,20.73638,265.0,False,482.39935,2.02544
t_82,-97.43553,20.24374,255.0,False,487.89976,2.11657
t_83,-97.48354,20.24517,245.0,False,492.87234,2.21568
t_84,-97.53156,20.24659,410.0,False,343.25671,1.22939
t_85,-97.57957,20.248,410.0,False,343.25671,1.22939
t_86,-97.62759,20.24939,391.0,False,366.71255,1.29797
t_87,-97.24189,20.28316,449.0,False,293.2685,1.10801
t_88,-97.28992,20.28466,409.0,False,344.51276,1.23283
t_89,-97.33794,20.28614,312.0,False,449.07909,1.68035
t_90,-97.38597,20.2876,264.0,False,482.97367,2.03422
t_91,-97.434,20.28905,313.0,False,448.23398,1.67421
t_92,-97.48203,20.29049,302.0,False,457.21896,1.74416
t_93,-97.53006,20.29191,305.0,False,454.83661,1.72455
t_94,-97.57809,20.29332,460.0,False,279.0871,1.07775
t_95,-97.62612,20.29471,359.0,False,403.55426,1.43115
t_96,-97.2403,20.32848,526.0,False,198.40546,0.9245
t_97,-97.28834,20.32997,237.0,False,496.48439,2.30145
t_98,-97.33638,20.33145,292.0,False,464.78944,1.81266
t_99,-97.38442,20.33292,268.0,False,480.64358,1.99953
t_100,-97.43247,20.33437,329.0,False,433.95555,1.5814
t_101,-97.48051,20.33581,303.0,False,456.43054,1.73757
t_102,-97.52856,20.33723,525.0,False,199.53631,0.92651
t_103,-97.57661,20.33863,254.0,False,488.42045,2.1261
t_104,-97.62466,20.34003,489.0,False,242.37218,1.00495
t_105,-97.2387,20.37379,602.0,False,124.195,0.79224
t_106,-97.28676,20.37529,288.0,False,467.65789,1.84149
t_107,-97.33482,20.37677,283.0,False,471.11547,1.87875
t_108,-97.38288,20.37824,370.0,False,391.34189,1.38258
t_109,-97.43094,20.37969,413.0,False,339.47667,1.21918
t_110,-97.479,20.38113,427.0,False,321.64193,1.17356
t_111,-97.52706,20.38255,528.0,False,196.15454,0.92049
t_112,-97.57512,20.38395,231.0,False,498.98784,2.36996
t_113,-97.62319,20.38535,621.0,False,109.47165,0.76457
t_114,-97.23711,20.41911,291.0,False,465.5151,1.81978
t_115,-97.28518,20.42061,415.0,False,336.94731,1.21246
t_116,-97.33325,20.42209,416.0,False,335.68,1.20912
t_117,-97.38133,20.42356,329.0,False,433.95555,1.5814
t_118,-97.42941,20.42501,312.0,False,449.07909,1.68035
t_119,-97.47748,20.42645,383.0,False,376.27948,1.32903
t_120,-97.52556,20.42787,410.0,False,343.25671,1.22939
t_121,-97.57364,20.42928,315.0,False,446.52689,1.66206
t_122,-97.62172,20.43067,616.0,False,113.19881,0.77167
t_123,-97.23551,20.46443,520.0,False,205.24329,0.93671
t_124,-97.2836,20.46593,377.0,False,383.31051,1.35325
t_125,-97.33169,20.46741,399.0,False,356.9498,1.26824
t_126,-97.37978,20.46888,390.0,False,367.91967,1.30177
t_127,-97.42787,20.47033,317.0,False,444.79738,1.65007
t_128,-97.47597,20.47177,360.0,False,402.46585,1.4266
t_129,-97.52406,20.47319,364.0,False,398.06779,1.40868
t_130,-97.57216,20.4746,482.0,False,251.10202,1.02166
t_131,-97.62025,20.47599,552.0,False,170.32727,0.87485
t_132,-97.66835,20.47737,532.0,False,191.69647,0.91258
t_133,-97.28201,20.51125,290.0,False,466.23506,1.82697
t_134,-97.33012,20.51273,425.0,False,324.20588,1.17988
t_135,-97.37823,20.5142,447.0,False,295.85226,1.11368
t_136,-97.42634,20.51566,271.0,False,478.83832,1.97423
t_137,-97.47445,20.51709,277.0,False,475.07785,1.92538
t_138,-97.52256,20.51852,544.0,False,178.68565,0.88959
t_139,-97.57067,20.51993,495.0,False,234.97778,0.99103
t_140,-97.61878,20.52132,555.0,False,167.26006,0.86945
t_141,-97.6669,20.5227,500.0,False,228.8851,0.9797
t_142,-97.28043,20.55657,283.0,False,471.11547,1.87875
t_143,-97.32855,20.55806,364.0,False,398.06779,1.40868
t_144,-97.37668,20.55953,405.0,False,349.51564,1.24677
t_145,-97.4248,20.56098,502.0,False,226.46689,0.97523
t_146,-97.47293,20.56242,265.0,False,482.39935,2.02544
t_147,-97.52106,20.56384,491.0,False,239.8978,1.00027
t_148,-97.56918,20.56525,518.0,False,207.55018,0.94085
t_149,-97.61731,20.56665,388.0,False,370.32452,1.30945
t_150,-97.66544,20.56802,530.0,False,193.91815,0.91652
t_151,-97.27885,20.6019,330.0,False,433.01662,1.57592
t_152,-96.95545,20.22855,270.0,False,479.4456,1.98259
t_153,-97.00346,20.23014,228.0,False,500.17543,2.40567
t_154,-97.05146,20.23171,281.0,False,472.45882,1.89406
t_155,-97.09946,20.23327,388.0,False,370.32452,1.30945
t_156,-97.14747,20.23481,490.0,False,241.13383,1.0026
t_157,-97.19548,20.23634,572.0,False,150.5905,0.83995
t_158,-96.90575,20.27226,221.0,False,502.78517,2.49304
t_159,-96.95376,20.27386,331.0,False,432.07232,1.57047
t_160,-97.00178,20.27545,267.0,False,481.23432,2.0081
t_161,-97.0498,20.27702,317.0,False,444.79738,1.65007
t_162,-97.09782,20.27858,316.0,False,445.66493,1.65604
t_163,-97.14584,20.28012,401.0,False,354.48169,1.261
t_164,-97.19387,20.28165,560.0,False,162.2309,0.86057
t_165,-96.95207,20.31918,284.0,False,470.4353,1.87119
t_166,-97.00011,20.32076,257.0,False,486.84252,2.09773
t_167,-97.04814,20.32234,390.0,False,367.91967,1.30177
t_168,-97.09618,20.32389,293.0,False,464.05808,1.80558
t_169,-97.14422,20.32544,314.0,False,447.38324,1.66812
t_170,-97.19226,20.32696,468.0,False,268.83376,1.0567
t_171,-96.95038,20.36449,269.0,False,480.04735,1.99103
t_172,-96.99843,20.36608,291.0,False,465.5151,1.81978
t_173,-97.04648,20.36765,380.0,False,379.81126,1.34104
t_174,-97.09454,20.36921,434.0,False,312.63863,1.15193
t_175,-97.14259,20.37075,237.0,False,496.48439,2.30145
t_176,-97.19065,20.37228,403.0,False,352.00349,1.25385
t_177,-96.99675,20.41139,275.0,False,476.35366,1.94141
t_178,-97.04482,20.41297,347.0,False,416.25251,1.48791
t_179,-97.09289,20.41452,369.0,False,392.4733,1.38687
t_180,-97.14096,20.41607,338.0,False,425.31379,1.53332
t_181,-97.18903,20.4176,361.0,False,401.37296,1.42208
t_182,-97.04316,20.45828,235.0,False,497.33812,2.32387
t_183,-97.09125,20.45984,369.0,False,392.4733,1.38687
t_184,-97.13933,20.46139,352.0,False,411.04459,1.46376
t_185,-97.18742,20.46292,504.0,False,224.05992,0.97081
t_186,-97.0896,20.50516,239.0,False,495.61114,2.27943
t_187,-97.1377,20.50671,352.0,False,411.04459,1.46376
t_188,-97.1858,20.50824,436.0,False,310.05977,1.14589
t_189,-97.23391,20.50975,422.0,False,328.04304,1.18948
t_190,-97.13607,20.55203,294.0,False,463.321,1.79856
t_191,-97.18419,20.55356,308.0,False,452.40309,1.70534
t_192,-98.02241,19.89746,604.0,False,122.5731,0.78924
t_193,-98.07031,19.89871,463.0,False,275.23425,1.06977
t_194,-97.68572,19.93359,807.0,False,29.56573,0.56657
t_195,-97.73362,19.93495,900.0,False,15.45801,0.5001
t_196,-97.78153,19.93629,900.0,False,15.45801,0.5001
t_197,-97.82944,19.93761,900.0,False,15.45801,0.5001
t_198,-97.87735,19.93892,900.0,False,15.45801,0.5001
t_199,-97.92526,19.94022,900.0,False,15.45801,0.5001
t_200,-97.97317,19.9415,585.0,False,138.67567,0.81863
t_201,-98.02108,19.94276,487.0,False,244.85568,1.00967
t_202,-98.06899,19.94401,420.0,False,330.59462,1.19596
t_203,-97.68428,19.9789,634.0,False,100.26286,0.74666
t_204,-97.7322,19.98025,690.0,False,67.95947,0.67775
t_205,-97.78012,19.98159,464.0,False,273.95191,1.06713
t_206,-97.82805,19.98292,542.0,False,180.81528,0.89334
t_207,-97.87597,19.98423,729.0,False,51.52973,0.63643
t_208,-97.9239,19.98552,900.0,False,15.45801,0.5001
t_209,-97.97182,19.98681,451.0,False,290.6857,1.10239
t_210,-98.01975,19.98807,729.0,False,51.52973,0.63643
t_211,-98.06768,19.98932,436.0,False,310.05977,1.14589
t_212,-97.68283,20.0242,650.0,False,89.85528,0.72567
t_213,-97.73077,20.02556,678.0,False,73.94645,0.69149
t_214,-97.77871,20.0269,900.0,False,15.45801,0.5001
t_215,-97.82665,20.02823,706.0,False,60.68639,0.66021
t_216,-97.87459,20.02954,746.0,False,45.64625,0.61987
t_217,-97.92253,20.03083,556.0,False,166.24591,0.86766
t_218,-97.97048,20.03211,758.0,False,41.9003,0.60866
t_219,-98.01842,20.03338,709.0,False,59.40823,0.65701
t_220,-98.06636,20.03463,384.0,False,375.09523,1.32507
t_221,-97.68139,20.06951,678.0,False,73.94645,0.69149
t_222,-97.72934,20.07087,759.0,False,41.60241,0.60774
t_223,-97.7773,20.07221,707.0,False,60.25743,0.65914
t_224,-97.82525,20.07354,858.0,False,20.65762,0.52821
t_225,-97.87321,20.07485,900.0,False,15.45801,0.5001
t_226,-97.92117,20.07614,900.0,False,15.45801,0.5001
t_227,-97.96913,20.07743,573.0,False,149.64815,0.83827
t_228,-98.01709,20.07869,900.0,False,15.45801,0.5001
t_229,-98.06505,20.07994,546.0,False,176.57189,0.88586
t_230,-97.67994,20.11482,787.0,False,34.07678,0.58307
t_231,-97.72791,20.11618,670.0,False,78.20653,0.70095
t_232,-97.77589,20.11752,572.0,False,150.5905,0.83995
t_233,-97.82386,20.11885,900.0,False,15.45801,0.5001
t_234,-97.87183,20.12016,900.0,False,15.45801,0.5001
t_235,-97.9198,20.12146,465.0,False,272.67065,1.0645
t_236,-97.96778,20.12274,590.0,False,134.28726,0.8107
t_237,-98.01575,20.12401,630.0,False,103.02306,0.75209
t_238,-98.06373,20.12526,629.0,False,103.72322,0.75345
t_239,-97.6785,20.16013,885.0,False,17.13375,0.50981
t_240,-97.72648,20.16149,565.0,False,157.30651,0.85186
t_241,-97.77447,20.16283,831.0,False,24.95685,0.54789
t_242,-97.82246,20.16416,862.0,False,20.09035,0.5254
t_243,-97.87045,20.16548,601.0,False,125.01238,0.79375
t_244,-97.91844,20.16677,595.0,False,130.00679,0.80291
t_245,-97.96643,20.16806,512.0,False,214.55038,0.95347
t_246,-98.01442,20.16932,418.0,False,333.14043,1.20251
t_247,-98.06241,20.17057,559.0,False,163.22839,0.86233
t_248,-97.67705,20.20545,835.0,False,24.26474,0.54488
t_249,-97.72505,20.20681,588.0,False,136.02966,0.81385
t_250,-97.77306,20.20815,394.0,False,363.07302,1.28667
t_251,-97.82106,20.20948,314.0,False,447.38324,1.66812
t_252,-97.86907,20.21079,858.0,False,20.65762,0.52821
t_253,-97.91707,20.21209,579.0,False,144.08433,0.82834
t_254,-97.96508,20.21337,814.0,False,28.13655,0.561
t_255,-98.01309,20.21464,566.0,False,156.3343,0.85014
t_256,-98.0611,20.21589,411.0,False,341.99864,1.22597
t_257,-97.6756,20.25076,607.0,False,120.17227,0.78478
t_258,-97.72362,20.25212,513.0,False,213.37558,0.95135
t_259,-97.77164,20.25347,727.0,False,52.26928,0.63844
t_260,-97.81966,20.2548,462.0,False,276.51759,1.07242
t_261,-97.86768,20.25611,667.0,False,79.86148,0.70455
t_262,-97.54349,19.88413,476.0,False,258.6619,1.03641
t_263,-97.59138,19.88553,547.0,False,175.52102,0.88401
t_264,-97.63927,19.88692,429.0,False,319.07385,1.1673
t_265,-97.25461,19.92071,595.0,False,130.00679,0.80291
t_266,-97.30251,19.9222,565.0,False,157.30651,0.85186
t_267,-97.3504,19.92368,667.0,False,79.86148,0.70455
t_268,-97.3983,19.92514,900.0,False,15.45801,0.5001
t_269,-97.4462,19.92659,854.0,False,21.24186,0.53104
t_270,-97.4941,19.92802,900.0,False,15.45801,0.5001
t_271,-97.54201,19.92943,685.0,False,70.39665,0.68341
t_272,-97.58991,19.93083,900.0,False,15.45801,0.5001
t_273,-97.63781,19.93222,900.0,False,15.45801,0.5001
t_274,-97.25302,19.96601,591.0,False,133.42253,0.80913
t_275,-97.30094,19.9675,530.0,False,193.91815,0.91652
t_276,-97.34885,19.96898,611.0,False,117.0307,0.7789
t_277,-97.39676,19.97044,559.0,False,163.22839,0.86233
t_278,-97.44468,19.97189,900.0,False,15.45801,0.5001
t_279,-97.4926,19.97332,900.0,False,15.45801,0.5001
t_280,-97.54052,19.97474,597.0,False,128.32479,0.79983
t_281,-97.58844,19.97614,481.0,False,252.35736,1.02409
t_282,-97.63636,19.97752,820.0,False,26.96866,0.5563
t_283,-97.25144,20.01131,434.0,False,312.63863,1.15193
t_284,-97.29936,20.0128,354.0,False,408.92781,1.4543
t_285,-97.34729,20.01428,487.0,False,244.85568,1.00967
t_286,-97.39523,20.01574,429.0,False,319.07385,1.1673
t_287,-97.44316,20.01719,677.0,False,74.46696,0.69266
t_288,-97.49109,20.01862,496.0,False,233.75401,0.98874
t_289,-97.53902,20.02004,794.0,False,32.42242,0.57719
t_290,-97.58696,20.02144,900.0,False,15.45801,0.5001
t_291,-97.6349,20.02283,514.0,False,212.20397,0.94923
t_292,-97.24985,20.05661,425.0,False,324.20588,1.17988
t_293,-97.29779,20.05811,390.0,False,367.91967,1.30177
t_294,-97.34574,20.05959,350.0,False,413.14229,1.47333
t_295,-97.39369,20.06105,470.0,False,266.28213,1.05156
t_296,-97.44163,20.0625,562.0,False,160.2485,0.85707
t_297,-97.48958,20.06393,576.0,False,146.84688,0.83328
t_298,-97.53753,20.06535,491.0,False,239.8978,1.00027
t_299,-97.58548,20.06675,698.0,False,64.225,0.66887
t_300,-97.63344,20.06814,900.0,False,15.45801,0.5001
t_301,-97.24826,20.10192,347.0,False,416.25251,1.48791
t_302,-97.29622,20.10341,369.0,False,392.4733,1.38687
t_303,-97.34418,20.10489,534.0,False,189.48971,0.90867
t_304,-97.39214,20.10636,531.0,False,192.80546,0.91455
t_305,-97.44011,20.10781,446.0,False,297.14436,1.11654
t_306,-97.48807,20.10924,447.0,False,295.85226,1.11368
t_307,-97.53604,20.11066,509.0,False,218.09365,0.95991
t_308,-97.58401,20.11206,746.0,False,45.64625,0.61987
t_309,-97.63198,20.11345,600.0,False,125.83404,0.79526
t_310,-97.24667,20.14723,350.0,False,413.14229,1.47333
t_311,-97.29465,20.14872,299.0,False,459.55003,1.76419
t_312,-97.34262,20.1502,551.0,False,171.35789,0.87667
t_313,-97.3906,20.15167,475.0,False,259.92803,1.03891
t_314,-97.43858,20.15311,306.0,False,454.03112,1.7181
t_315,-97.48656,20.15455,515.0,False,211.0356,0.94712
t_316,-97.53455,20.15597,378.0,False,382.14779,1.34916
t_317,-97.58253,20.15737,407.0,False,347.01858,1.23976
t_318,-97.63051,20.15876,486.0,False,246.10074,1.01205
t_319,-97.24508,20.19254,423.0,False,326.76524,1.18626
t_320,-97.29307,20.19403,319.0,False,443.04555,1.63824
t_321,-97.34106,20.19551,289.0,False,466.94932,1.8342
t_322,-97.38906,20.19698,539.0,False,184.03921,0.89903
t_323,-97.43706,20.19843,270.0,False,479.4456,1.98259
t_324,-97.48505,20.19986,418.0,False,333.14043,1.20251
t_325,-97.53305,20.20128,402.0,False,353.24383,1.25742
t_326,-97.58105,20.20268,490.0,False,241.13383,1.0026
t_327,-97.62905,20.20407,668.0,False,79.3063,0.70335
t_328,-97.24348,20.23785,283.0,False,471.11547,1.87875
t_329,-97.29149,20.23934,374.0,False,386.77598,1.36568
t_330,-97.3395,20.24082,396.0,False,360.63207,1.27923
t_331,-97.38752,20.24229,517.0,False,208.70867,0.94293
t_332,-97.06468,19.86929,591.0,False,133.42253,0.80913
t_333,-97.11256,19.87085,541.0,False,181.88601,0.89523
t_334,-97.16043,19.87238,553.0,False,169.30076,0.87304
t_335,-97.20831,19.8739,900.0,False,15.45801,0.5001
t_336,-96.82358,19.9066,558.0,False,164.23006,0.8641
t_337,-96.87147,19.90823,562.0,False,160.2485,0.85707
t_338,-96.91936,19.90984,704.0,False,61.55313,0.66235
t_339,-96.96725,19.91144,696.0,False,65.13993,0.67107
t_340,-97.01514,19.91302,591.0,False,133.42253,0.80913
t_341,-97.06303,19.91459,704.0,False,61.55313,0.66235
t_342,-97.11092,19.91614,809.0,False,29.14988,0.56496
t_343,-97.15882,19.91768,732.0,False,50.43964,0.63345
t_344,-97.20671,19.9192,443.0,False,301.02085,1.12519
t_345,-96.82185,19.9519,387.0,False,371.52215,1.31333
t_346,-96.86976,19.95353,542.0,False,180.81528,0.89334
t_347,-96.91766,19.95514,504.0,False,224.05992,0.97081
t_348,-96.96557,19.95674,538.0,False,185.12163,0.90095
t_349,-97.01347,19.95832,608.0,False,119.38051,0.7833
t_350,-97.06138,19.95989,604.0,False,122.5731,0.78924
t_351,-97.10929,19.96144,718.0,False,55.72775,0.6476
t_352,-97.1572,19.96298,627.0,False,105.13573,0.7562
t_353,-97.20511,19.9645,459.0,False,280.37316,1.08044
t_354,-96.82012,19.99719,888.0,False,16.78368,0.50784
t_355,-96.86804,19.99882,567.0,False,155.36635,0.84843
t_356,-96.91596,20.00044,599.0,False,126.65999,0.79678
t_357,-96.96388,20.00204,388.0,False,370.32452,1.30945
t_358,-97.01181,20.00362,428.0,False,320.35838,1.17042
t_359,-97.05973,20.00519,441.0,False,303.60477,1.13103
t_360,-97.10766,20.00674,464.0,False,273.95191,1.06713
t_361,-97.15558,20.00828,443.0,False,301.02085,1.12519
t_362,-97.20351,20.0098,435.0,False,311.34948,1.1489
t_363,-96.81839,20.04249,801.0,False,30.85048,0.57142
t_364,-96.86633,20.04412,290.0,False,466.23506,1.82697
t_365,-96.91426,20.04574,712.0,False,58.15602,0.65385
t_366,-96.9622,20.04734,449.0,False,293.2685,1.10801
t_367,-97.01014,20.04892,451.0,False,290.6857,1.10239
t_368,-97.05808,20.05049,351.0,False,412.09584,1.46853
t_369,-97.10602,20.05204,340.0,False,423.33576,1.52301
t_370,-97.15396,20.05358,290.0,False,466.23506,1.82697
t_371,-97.2019,20.05511,369.0,False,392.4733,1.38687
t_372,-96.81666,20.08779,584.0,False,139.56632,0.82023
t_373,-96.86461,20.08942,449.0,False,293.2685,1.10801
t_374,-96.91256,20.09104,386.0,False,372.71651,1.31722
t_375,-96.96052,20.09264,269.0,False,480.04735,1.99103
t_376,-97.00847,20.09422,288.0,False,467.65789,1.84149
t_377,-97.05643,20.09579,269.0,False,480.04735,1.99103
t_378,-97.10438,20.09735,224.0,False,501.69397,2.45488
t_379,-97.15234,20.09889,264.0,False,482.97367,2.03422
t_380,-97.2003,20.10041,395.0,False,361.85397,1.28294
t_381,-96.81492,20.13309,214.0,False,505.17684,2.58655
t_382,-96.86289,20.13472,373.0,False,387.92341,1.36987
t_383,-96.91086,20.13634,231.0,False,498.98784,2.36996
t_384,-96.95883,20.13794,367.0,False,394.72373,1.39552
t_385,-97.0068,20.13953,247.0,False,491.91909,2.19517
t_386,-97.05477,20.1411,251.0,False,489.95103,2.1552
t_387,-97.10274,20.14265,246.0,False,492.39826,2.20538
t_388,-97.15072,20.14419,574.0,False,148.7101,0.8366
t_389,-97.19869,20.14572,294.0,False,463.321,1.79856
t_390,-96.81319,20.1784,271.0,False,478.83832,1.97423
t_391,-96.86117,20.18003,209.0,False,506.75714,2.65746
t_392,-96.90916,20.18165,245.0,False,492.87234,2.21568
t_393,-96.95714,20.18325,297.0,False,461.07554,1.77779
t_394,-97.00513,20.18483,293.0,False,464.05808,1.80558
t_395,-97.05312,20.1864,263.0,False,483.54255,2.04307
t_396,-97.1011,20.18796,307.0,False,453.21994,1.7117
t_397,-97.14909,20.1895,294.0,False,463.321,1.79856
t_398,-97.19709,20.19103,463.0,False,275.23425,1.06977
t_399,-96.85945,20.22534,204.0,False,508.23494,2.7321
t_400,-96.90745,20.22695,245.0,False,492.87234,2.21568
t_401,-96.68171,19.85634,559.0,False,163.22839,0.86233
t_402,-96.72957,19.85801,539.0,False,184.03921,0.89903
t_403,-96.77744,19.85967,494.0,False,236.20409,0.99332
t_404,-96.53629,19.89652,484.0,False,248.59727,1.01684
t_405,-96.58417,19.89824,860.0,False,20.3719,0.5268
t_406,-96.63205,19.89994,900.0,False,15.45801,0.5001
t_407,-96.67993,19.90163,471.0,False,265.00835,1.04901
t_408,-96.72781,19.9033,390.0,False,367.91967,1.30177
t_409,-96.7757,19.90496,522.0,False,202.95005,0.93261
t_410,-96.58236,19.94353,439.0,False,306.18783,1.13693
t_411,-96.63025,19.94523,436.0,False,310.05977,1.14589
t_412,-96.67815,19.94692,448.0,False,294.56029,1.11084
t_413,-96.72605,19.94859,613.0,False,115.48531,0.77599
t_414,-96.77395,19.95025,528.0,False,196.15454,0.92049
t_415,-96.62846,19.99053,372.0,False,389.0669,1.37408
t_416,-96.67637,19.99221,552.0,False,170.32727,0.87485
t_417,-96.72429,19.99389,568.0,False,154.40265,0.84672
t_418,-96.77221,19.99555,618.0,False,111.69543,0.76882
t_419,-96.67459,20.03751,409.0,False,344.51276,1.23283
t_420,-96.72253,20.03919,525.0,False,199.53631,0.92651
t_421,-96.77046,20.04085,427.0,False,321.64193,1.17356
t_422,-96.72076,20.08449,328.0,False,434.8891,1.58692
t_423,-96.76871,20.08615,457.0,False,282.94761,1.08585
t_424,-96.76696,20.13145,308.0,False,452.40309,1.70534
t_425,-97.69722,19.57123,276.0,False,475.71855,1.93336
t_426,-97.745,19.57258,900.0,False,15.45801,0.5001
t_427,-97.79278,19.57391,597.0,False,128.32479,0.79983
t_428,-97.84056,19.57524,677.0,False,74.46696,0.69266
t_429,-97.88834,19.57654,888.0,False,16.78368,0.50784
t_430,-97.93612,19.57783,718.0,False,55.72775,0.6476
t_431,-97.9839,19.57911,567.0,False,155.36635,0.84843
t_432,-98.03169,19.58037,660.0,False,83.84806,0.71311
t_433,-98.07947,19.58162,270.0,False,479.4456,1.98259
t_434,-97.69579,19.61651,606.0,False,120.96828,0.78626
t_435,-97.74358,19.61787,900.0,False,15.45801,0.5001
t_436,-97.79137,19.6192,536.0,False,187.29804,0.90479
t_437,-97.83917,19.62053,710.0,False,58.98797,0.65595
t_438,-97.88697,19.62183,422.0,False,328.04304,1.18948
t_439,-97.93477,19.62312,389.0,False,369.12368,1.3056
t_440,-97.98257,19.6244,622.0,False,108.73869,0.76316
t_441,-98.03037,19.62566,824.0,False,26.21819,0.55321
t_442,-98.07817,19.62691,611.0,False,117.0307,0.7789
t_443,-97.69435,19.6618,874.0,False,18.48546,0.51716
t_444,-97.74216,19.66316,791.0,False,33.1211,0.5797
t_445,-97.78997,19.6645,536.0,False,187.29804,0.90479
t_446,-97.83778,19.66582,616.0,False,113.19881,0.77167
t_447,-97.8856,19.66712,568.0,False,154.40265,0.84672
t_448,-97.93341,19.66842,543.0,False,179.74849,0.89146
t_449,-97.98123,19.66969,469.0,False,267.55728,1.05412
