custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
t_1125,-96.61474,19.12861,398.0,False,358.17993,1.27188
t_1126,-96.66236,19.1303,387.0,False,371.52215,1.31333
t_1127,-96.70997,19.13198,365.0,False,396.95737,1.40427
t_1128,-96.75758,19.13364,383.0,False,376.27948,1.32903
t_1129,-96.37484,19.16517,305.0,False,454.83661,1.72455
t_1130,-96.42246,19.16694,335.0,False,428.24189,1.54904
t_1131,-96.47008,19.16869,415.0,False,336.94731,1.21246
t_1132,-96.5177,19.17043,380.0,False,379.81126,1.34104
t_1133,-96.56533,19.17216,446.0,False,297.14436,1.11654
t_1134,-96.61296,19.17386,391.0,False,366.71255,1.29797
t_1135,-96.20554,18.66037,261.0,False,484.66406,2.06099
t_1136,-96.25298,18.66219,242.0,False,494.26425,2.24713
t_1137,-96.30043,18.66399,226.0,False,500.94388,2.43004
t_1138,-96.34787,18.66578,262.0,False,484.10601,2.052
t_1139,-96.10871,18.7019,232.0,False,498.58257,2.35828
t_1140,-96.15616,18.70375,232.0,False,498.58257,2.35828
t_1141,-96.20362,18.70559,259.0,False,485.764,2.07921
t_1142,-96.25108,18.70741,223.0,False,502.0622,2.46748
t_1143,-96.29854,18.70921,253.0,False,488.93588,2.13572
t_1144,-96.346,18.71101,250.0,False,490.45079,2.16506
t_1145,-95.63211,18.72778,418.0,False,333.14043,1.20251
t_1146,-95.72703,18.73177,600.0,False,125.83404,0.79526
t_1147,-95.82195,18.7357,600.0,False,125.83404,0.79526
t_1148,-95.91688,18.73957,197.0,False,510.13885,2.84344
t_1149,-96.01182,18.74337,213.0,False,505.50128,2.60044
t_1150,-96.10676,18.74712,227.0,False,500.56196,2.4178
t_1151,-96.15423,18.74897,240.0,False,495.16714,2.26857
t_1152,-96.2017,18.75081,242.0,False,494.26425,2.24713
t_1153,-96.24918,18.75263,230.0,False,499.3884,2.38175
t_1154,-96.29665,18.75444,231.0,False,498.98784,2.36996
t_1155,-96.34413,18.75623,242.0,False,494.26425,2.24713
t_1156,-96.1048,18.79235,210.0,False,506.4494,2.64299
t_1157,-96.15229,18.7942,238.0,False,496.05022,2.29039
t_1158,-96.19978,18.79604,223.0,False,502.0622,2.46748
t_1159,-96.24727,18.79786,283.0,False,471.11547,1.87875
t_1160,-96.29476,18.79967,242.0,False,494.26425,2.24713
t_1161,-96.34225,18.80146,280.0,False,473.12203,1.9018
t_1162,-95.91285,18.83001,210.0,False,506.4494,2.64299
t_1163,-96.00785,18.83383,208.0,False,507.06078,2.67208
t_1164,-96.10285,18.83758,221.0,False,502.78517,2.49304
t_1165,-96.15035,18.83943,221.0,False,502.78517,2.49304
t_1166,-96.19786,18.84127,237.0,False,496.48439,2.30145
t_1167,-96.24536,18.84309,240.0,False,495.16714,2.26857
t_1168,-96.29287,18.8449,256.0,False,487.37379,2.10711
t_1169,-96.34038,18.84669,220.0,False,503.13996,2.50601
t_1170,-96.10089,18.88281,239.0,False,495.61114,2.27943
t_1171,-96.14841,18.88466,226.0,False,500.94388,2.43004
t_1172,-96.19593,18.8865,257.0,False,486.84252,2.09773
t_1173,-96.24346,18.88833,233.0,False,498.17254,2.3467
t_1174,-96.29098,18.89013,231.0,False,498.98784,2.36996
t_1175,-96.3385,18.89193,275.0,False,476.35366,1.94141
t_1176,-96.00387,18.92429,238.0,False,496.05022,2.29039
t_1177,-96.09894,18.92804,269.0,False,480.04735,1.99103
t_1178,-96.14647,18.9299,250.0,False,490.45079,2.16506
t_1179,-96.19401,18.93174,231.0,False,498.98784,2.36996
t_1180,-96.24155,18.93356,251.0,False,489.95103,2.1552
t_1181,-96.28909,18.93537,253.0,False,488.93588,2.13572
t_1182,-96.33663,18.93717,269.0,False,480.04735,1.99103
t_1183,-96.09698,18.97328,297.0,False,461.07554,1.77779
t_1184,-96.14453,18.97513,312.0,False,449.07909,1.68035
t_1185,-96.19208,18.97697,221.0,False,502.78517,2.49304
t_1186,-96.23964,18.9788,228.0,False,500.17543,2.40567
t_1187,-96.28719,18.98061,260.0,False,485.21672,2.07007
t_1188,-96.33475,18.98241,238.0,False,496.05022,2.29039
t_1189,-96.09502,19.01852,249.0,False,490.94538,2.17501
t_1190,-96.14259,19.02037,279.0,False,473.77959,1.9096
t_1191,-96.19016,19.02221,222.0,False,502.42592,2.48019
t_1192,-96.23772,19.02404,203.0,False,508.51853,2.7475
t_1193,-96.28529,19.02585,267.0,False,481.23432,2.0081
t_1194,-96.33287,19.02765,276.0,False,475.71855,1.93336
t_1195,-96.09306,19.06376,281.0,False,472.45882,1.89406
t_1196,-94.25518,17.84782,187.0,False,512.54394,3.01805
t_1197,-94.34945,17.85267,358.0,False,404.63815,1.43573
t_1198,-94.44372,17.85746,293.0,False,464.05808,1.80558
t_1199,-94.25008,17.9381,367.0,False,394.72373,1.39552
t_1200,-94.34441,17.94296,409.0,False,344.51276,1.23283
t_1201,-94.43875,17.94775,203.0,False,508.51853,2.7475
t_1202,-94.24498,18.02839,441.0,False,303.60477,1.13103
t_1203,-94.33937,18.03325,455.0,False,285.52481,1.09131
t_1204,-94.43376,18.03805,299.0,False,459.55003,1.76419
t_1205,-94.23986,18.1187,277.0,False,475.07785,1.92538
t_1206,-94.33432,18.12356,353.0,False,409.98856,1.45901
t_1207,-94.42878,18.12836,235.0,False,497.33812,2.32387
t_1208,-97.25585,18.51604,900.0,False,15.45801,0.5001
t_1209,-97.30325,18.51753,779.0,False,36.07364,0.58992
t_1210,-97.35066,18.51901,587.0,False,136.90734,0.81544
t_1211,-97.39807,18.52047,683.0,False,71.39429,0.6857
t_1212,-97.44547,18.52191,362.0,False,400.27562,1.41759
t_1213,-97.49288,18.52334,278.0,False,474.43153,1.91746
t_1214,-97.54029,18.52475,382.0,False,377.46027,1.33301
t_1215,-97.58771,18.52615,900.0,False,15.45801,0.5001
t_1216,-97.63512,18.52754,637.0,False,98.23483,0.74264
t_1217,-97.25428,18.56127,900.0,False,15.45801,0.5001
t_1218,-97.3017,18.56276,900.0,False,15.45801,0.5001
t_1219,-97.34912,18.56423,692.0,False,67.00704,0.67551
t_1220,-97.39654,18.56569,784.0,False,34.81202,0.58562
t_1221,-97.44397,18.56714,618.0,False,111.69543,0.76882
t_1222,-97.49139,18.56857,332.0,False,431.12268,1.56506
t_1223,-97.53882,18.56998,326.0,False,436.73995,1.59806
t_1224,-97.58625,18.57138,467.0,False,270.11152,1.05929
t_1225,-97.63367,18.57277,490.0,False,241.13383,1.0026
t_1226,-97.25271,18.6065,476.0,False,258.6619,1.03641
t_1227,-97.30014,18.60799,375.0,False,385.62465,1.36151
t_1228,-97.34758,18.60946,494.0,False,236.20409,0.99332
t_1229,-97.39502,18.61092,900.0,False,15.45801,0.5001
t_1230,-97.44246,18.61237,557.0,False,165.23591,0.86588
t_1231,-97.4899,18.6138,641.0,False,95.58632,0.73734
t_1232,-97.53734,18.61521,424.0,False,325.48616,1.18306
t_1233,-97.58479,18.61661,353.0,False,409.98856,1.45901
t_1234,-97.63223,18.618,316.0,False,445.66493,1.65604
t_1235,-97.25113,18.65173,638.0,False,97.56677,0.74131
t_1236,-97.29859,18.65322,527.0,False,197.2782,0.92249
t_1237,-97.34604,18.65469,700.0,False,63.32231,0.66669
t_1238,-97.3935,18.65616,397.0,False,359.40737,1.27555
t_1239,-97.44095,18.6576,586.0,False,137.78935,0.81703
t_1240,-97.48841,18.65903,900.0,False,15.45801,0.5001
t_1241,-97.53587,18.66045,682.0,False,71.89806,0.68685
t_1242,-97.58332,18.66185,431.0,False,316.5021,1.16111
t_1243,-97.63078,18.66323,339.0,False,424.32735,1.52815
t_1244,-97.24956,18.69696,900.0,False,15.45801,0.5001
t_1245,-97.29703,18.69845,900.0,False,15.45801,0.5001
t_1246,-97.3445,18.69993,505.0,False,222.86075,0.96861
t_1247,-97.39197,18.70139,587.0,False,136.90734,0.81544
t_1248,-97.43944,18.70284,547.0,False,175.52102,0.88401
t_1249,-97.48691,18.70427,548.0,False,174.47416,0.88216
t_1250,-97.53439,18.70568,514.0,False,212.20397,0.94923
t_1251,-97.58186,18.70709,861.0,False,20.23061,0.5261
t_1252,-97.62934,18.70847,392.0,False,365.50236,1.29418
t_1253,-97.24799,18.7422,694.0,False,66.06724,0.67328
t_1254,-97.29547,18.74369,867.0,False,19.40437,0.52194
t_1255,-97.34296,18.74517,469.0,False,267.55728,1.05412
t_1256,-97.39044,18.74663,524.0,False,200.67071,0.92854
t_1257,-97.43793,18.74808,434.0,False,312.63863,1.15193
t_1258,-97.48542,18.74951,270.0,False,479.4456,1.98259
t_1259,-97.53291,18.75092,573.0,False,149.64815,0.83827
t_1260,-97.5804,18.75233,535.0,False,188.39197,0.90673
t_1261,-97.62789,18.75371,472.0,False,263.736,1.04646
t_1262,-97.24641,18.78744,900.0,False,15.45801,0.5001
t_1263,-97.29391,18.78893,900.0,False,15.45801,0.5001
t_1264,-97.34141,18.79041,524.0,False,200.67071,0.92854
t_1265,-97.38892,18.79187,540.0,False,182.96066,0.89713
t_1266,-97.43642,18.79332,549.0,False,173.43135,0.88032
t_1267,-97.48392,18.79475,460.0,False,279.0871,1.07775
t_1268,-97.53143,18.79617,327.0,False,435.81724,1.59247
t_1269,-97.57893,18.79757,565.0,False,157.30651,0.85186
t_1270,-97.62644,18.79896,821.0,False,26.77897,0.55553
t_1271,-97.24484,18.83268,786.0,False,34.32008,0.58392
t_1272,-97.29235,18.83417,900.0,False,15.45801,0.5001
t_1273,-97.33987,18.83565,466.0,False,271.3905,1.06189
t_1274,-97.38739,18.83711,614.0,False,114.71894,0.77455
t_1275,-97.43491,18.83856,279.0,False,473.77959,1.9096
t_1276,-97.48243,18.83999,481.0,False,252.35736,1.02409
t_1277,-97.52995,18.84141,313.0,False,448.23398,1.67421
t_1278,-94.8871,18.42255,831.0,False,24.95685,0.54789
t_1279,-94.98178,18.42701,900.0,False,15.45801,0.5001
t_1280,-95.07647,18.4314,600.0,False,125.83404,0.79526
t_1281,-95.17117,18.43574,397.0,False,359.40737,1.27555
t_1282,-95.26587,18.44002,631.0,False,102.32696,0.75072
t_1283,-95.36058,18.44424,900.0,False,15.45801,0.5001
t_1284,-95.45529,18.44839,227.0,False,500.56196,2.4178
t_1285,-95.55001,18.45249,180.0,False,514.02191,3.15269
t_1286,-94.78765,18.50841,428.0,False,320.35838,1.17042
t_1287,-94.88239,18.51293,654.0,False,87.40757,0.7206
t_1288,-94.97714,18.51739,591.0,False,133.42253,0.80913
t_1289,-95.07189,18.52179,817.0,False,27.54617,0.55864
t_1290,-95.16665,18.52613,635.0,False,99.58286,0.74532
t_1291,-95.26142,18.53041,672.0,False,77.12078,0.69856
t_1292,-95.35619,18.53463,676.0,False,74.99087,0.69383
t_1293,-95.45096,18.53879,275.0,False,476.35366,1.94141
t_1294,-95.54575,18.54289,204.0,False,508.23494,2.7321
t_1295,-95.06731,18.61219,443.0,False,301.02085,1.12519
t_1296,-95.16213,18.61653,585.0,False,138.67567,0.81863
t_1297,-95.25696,18.62082,649.0,False,90.47668,0.72695
t_1298,-95.35179,18.62504,466.0,False,271.3905,1.06189
t_1299,-95.44663,18.6292,239.0,False,495.61114,2.27943
t_1300,-95.54147,18.63331,181.0,False,513.82064,3.13278
t_1301,-95.5372,18.72373,600.0,False,125.83404,0.79526
t_1302,-96.82924,18.50197,900.0,False,15.45801,0.5001
t_1303,-96.87664,18.50359,900.0,False,15.45801,0.5001
t_1304,-96.92403,18.5052,900.0,False,15.45801,0.5001
t_1305,-96.97143,18.5068,900.0,False,15.45801,0.5001
t_1306,-97.01883,18.50837,900.0,False,15.45801,0.5001
t_1307,-97.06623,18.50994,510.0,False,216.90945,0.95775
t_1308,-97.11363,18.51149,724.0,False,53.39814,0.64146
t_1309,-97.16104,18.51302,714.0,False,57.33543,0.65175
t_1310,-97.20844,18.51454,719.0,False,55.33272,0.64657
t_1311,-96.82753,18.54719,334.0,False,429.20744,1.55435
t_1312,-96.87494,18.54881,900.0,False,15.45801,0.5001
t_1313,-96.92236,18.55042,638.0,False,97.56677,0.74131
t_1314,-96.96977,18.55202,607.0,False,120.17227,0.78478
t_1315,-97.01718,18.5536,844.0,False,22.78005,0.53824
t_1316,-97.0646,18.55516,900.0,False,15.45801,0.5001
t_1317,-97.11202,18.55671,784.0,False,34.81202,0.58562
t_1318,-97.15944,18.55825,885.0,False,17.13375,0.50981
t_1319,-97.20686,18.55976,446.0,False,297.14436,1.11654
t_1320,-96.82582,18.59241,650.0,False,89.85528,0.72567
t_1321,-96.87325,18.59404,737.0,False,48.67309,0.62854
t_1322,-96.92068,18.59565,642.0,False,94.93402,0.73603
t_1323,-96.96811,18.59724,900.0,False,15.45801,0.5001
t_1324,-97.01554,18.59882,628.0,False,104.42744,0.75483
t_1325,-97.06297,18.60039,813.0,False,28.33625,0.56178
t_1326,-97.1104,18.60194,530.0,False,193.91815,0.91652
t_1327,-97.15783,18.60347,527.0,False,197.2782,0.92249
t_1328,-97.20527,18.60499,577.0,False,145.92172,0.83163
t_1329,-96.82411,18.63764,900.0,False,15.45801,0.5001
t_1330,-96.87155,18.63926,900.0,False,15.45801,0.5001
t_1331,-96.919,18.64087,900.0,False,15.45801,0.5001
t_1332,-96.96644,18.64247,900.0,False,15.45801,0.5001
t_1333,-97.01389,18.64405,625.0,False,106.56459,0.75897
t_1334,-97.06133,18.64561,900.0,False,15.45801,0.5001
t_1335,-97.10878,18.64717,714.0,False,57.33543,0.65175
t_1336,-97.15623,18.6487,644.0,False,93.64115,0.73341
t_1337,-97.20368,18.65022,816.0,False,27.74152,0.55942
t_1338,-96.82239,18.68287,900.0,False,15.45801,0.5001
t_1339,-96.86985,18.68449,558.0,False,164.23006,0.8641
t_1340,-96.91731,18.6861,686.0,False,69.90274,0.68227
t_1341,-96.96477,18.6877,876.0,False,18.23149,0.51581
t_1342,-97.01224,18.68928,836.0,False,24.09487,0.54414
t_1343,-97.0597,18.69085,900.0,False,15.45801,0.5001
t_1344,-97.10716,18.6924,900.0,False,15.45801,0.5001
t_1345,-97.15463,18.69393,670.0,False,78.20653,0.70095
t_1346,-97.20209,18.69545,803.0,False,30.41594,0.5698
t_1347,-96.82068,18.7281,865.0,False,19.67574,0.52332
t_1348,-96.86815,18.72972,862.0,False,20.09035,0.5254
t_1349,-96.91563,18.73133,629.0,False,103.72322,0.75345
t_1350,-96.96311,18.73293,484.0,False,248.59727,1.01684
t_1351,-97.01058,18.73451,900.0,False,15.45801,0.5001
t_1352,-97.05806,18.73608,865.0,False,19.67574,0.52332
t_1353,-97.10554,18.73763,900.0,False,15.45801,0.5001
t_1354,-97.15302,18.73917,605.0,False,121.76856,0.78774
t_1355,-97.20051,18.74069,786.0,False,34.32008,0.58392
t_1356,-96.81896,18.77333,606.0,False,120.96828,0.78626
t_1357,-96.86645,18.77496,303.0,False,456.43054,1.73757
t_1358,-96.91395,18.77657,900.0,False,15.45801,0.5001
t_1359,-96.96144,18.77817,426.0,False,322.92445,1.17671
t_1360,-97.00893,18.77975,522.0,False,202.95005,0.93261
t_1361,-97.05643,18.78132,900.0,False,15.45801,0.5001
t_1362,-97.10392,18.78287,900.0,False,15.45801,0.5001
t_1363,-97.15142,18.78441,566.0,False,156.3343,0.85014
t_1364,-97.19892,18.78593,609.0,False,118.593,0.78183
t_1365,-96.81725,18.81857,370.0,False,391.34189,1.38258
t_1366,-96.86475,18.82019,542.0,False,180.81528,0.89334
t_1367,-96.91226,18.82181,450.0,False,291.97695,1.10519
t_1368,-96.95977,18.8234,417.0,False,334.41102,1.20581
t_1369,-97.00728,18.82499,257.0,False,486.84252,2.09773
t_1370,-97.05479,18.82656,703.0,False,61.99094,0.66343
t_1371,-97.1023,18.82811,776.0,False,36.85289,0.59253
t_1372,-96.45012,18.48844,295.0,False,462.57823,1.79158
t_1373,-96.4975,18.49019,332.0,False,431.12268,1.56506
t_1374,-96.54489,18.49192,194.0,False,510.89818,2.8938
t_1375,-96.59228,18.49363,372.0,False,389.0669,1.37408
t_1376,-96.63967,18.49533,586.0,False,137.78935,0.81703
t_1377,-96.68706,18.49701,326.0,False,436.73995,1.59806
t_1378,-96.73445,18.49868,275.0,False,476.35366,1.94141
t_1379,-96.78185,18.50033,334.0,False,429.20744,1.55435
t_1380,-96.40088,18.5319,225.0,False,501.32121,2.4424
t_1381,-96.44828,18.53366,254.0,False,488.42045,2.1261
t_1382,-96.49568,18.5354,279.0,False,473.77959,1.9096
t_1383,-96.54309,18.53713,447.0,False,295.85226,1.11368
t_1384,-96.59049,18.53885,280.0,False,473.12203,1.9018
t_1385,-96.6379,18.54054,319.0,False,443.04555,1.63824
t_1386,-96.6853,18.54223,642.0,False,94.93402,0.73603
t_1387,-96.73271,18.5439,469.0,False,267.55728,1.05412
t_1388,-96.78012,18.54555,375.0,False,385.62465,1.36151
t_1389,-96.39903,18.57712,245.0,False,492.87234,2.21568
t_1390,-96.44644,18.57888,279.0,False,473.77959,1.9096
t_1391,-96.49386,18.58062,254.0,False,488.42045,2.1261
t_1392,-96.54128,18.58235,227.0,False,500.56196,2.4178
t_1393,-96.5887,18.58406,551.0,False,171.35789,0.87667
t_1394,-96.63612,18.58576,323.0,False,439.47535,1.61505
t_1395,-96.68355,18.58745,537.0,False,186.20791,0.90287
t_1396,-96.73097,18.58912,900.0,False,15.45801,0.5001
t_1397,-96.77839,18.59077,900.0,False,15.45801,0.5001
t_1398,-96.39717,18.62234,271.0,False,478.83832,1.97423
t_1399,-96.44461,18.6241,256.0,False,487.37379,2.10711
t_1400,-96.49204,18.62584,240.0,False,495.16714,2.26857
t_1401,-96.53947,18.62757,277.0,False,475.07785,1.92538
t_1402,-96.58691,18.62929,279.0,False,473.77959,1.9096
t_1403,-96.63435,18.63099,292.0,False,464.78944,1.81266
t_1404,-96.68179,18.63267,812.0,False,28.53742,0.56258
t_1405,-96.72923,18.63434,900.0,False,15.45801,0.5001
t_1406,-96.77667,18.636,900.0,False,15.45801,0.5001
t_1407,-96.39532,18.66756,245.0,False,492.87234,2.21568
t_1408,-96.44277,18.66932,252.0,False,489.44607,2.14542
t_1409,-96.49022,18.67106,295.0,False,462.57823,1.79158
t_1410,-96.53767,18.67279,256.0,False,487.37379,2.10711
t_1411,-96.58512,18.67451,244.0,False,493.34135,2.22607
t_1412,-96.63257,18.67621,289.0,False,466.94932,1.8342
t_1413,-96.68003,18.6779,307.0,False,453.21994,1.7117
t_1414,-96.72748,18.67957,572.0,False,150.5905,0.83995
t_1415,-96.77494,18.68122,374.0,False,386.77598,1.36568
t_1416,-96.39346,18.71278,246.0,False,492.39826,2.20538
t_1417,-96.44093,18.71454,255.0,False,487.89976,2.11657
t_1418,-96.48839,18.71629,288.0,False,467.65789,1.84149
t_1419,-96.53586,18.71802,264.0,False,482.97367,2.03422
t_1420,-96.58333,18.71974,317.0,False,444.79738,1.65007
t_1421,-96.63079,18.72144,319.0,False,443.04555,1.63824
t_1422,-96.67826,18.72313,318.0,False,443.92425,1.64413
t_1423,-96.72573,18.7248,330.0,False,433.01662,1.57592
t_1424,-96.77321,18.72645,335.0,False,428.24189,1.54904
t_1425,-96.39161,18.75801,283.0,False,471.11547,1.87875
t_1426,-96.43909,18.75977,281.0,False,472.45882,1.89406
t_1427,-96.48657,18.76152,272.0,False,478.2255,1.96592
t_1428,-96.53405,18.76325,379.0,False,380.98135,1.34509
t_1429,-96.58153,18.76497,299.0,False,459.55003,1.76419
t_1430,-96.62902,18.76667,293.0,False,464.05808,1.80558
t_1431,-96.6765,18.76836,308.0,False,452.40309,1.70534
t_1432,-96.72399,18.77003,323.0,False,439.47535,1.61505
t_1433,-96.77148,18.77169,314.0,False,447.38324,1.66812
t_1434,-96.38975,18.80324,278.0,False,474.43153,1.91746
t_1435,-96.43724,18.805,365.0,False,396.95737,1.40427
t_1436,-96.48474,18.80675,357.0,False,405.71749,1.44033
t_1437,-96.53224,18.80848,294.0,False,463.321,1.79856
t_1438,-96.57974,18.8102,321.0,False,441.2715,1.62657
t_1439,-96.62724,18.8119,304.0,False,455.63642,1.73104
t_1440,-96.67474,18.81359,317.0,False,444.79738,1.65007
t_1441,-96.72224,18.81526,370.0,False,391.34189,1.38258
t_1442,-95.93696,18.28749,203.0,False,508.51853,2.7475
t_1443,-96.03158,18.29128,222.0,False,502.42592,2.48019
t_1444,-96.12621,18.29502,248.0,False,491.4348,2.18505
t_1445,-96.17352,18.29686,246.0,False,492.39826,2.20538
t_1446,-96.22084,18.29869,256.0,False,487.37379,2.10711
t_1447,-96.26816,18.30051,256.0,False,487.37379,2.10711
t_1448,-96.31548,18.30231,256.0,False,487.37379,2.10711
t_1449,-96.12427,18.34022,208.0,False,507.06078,2.67208
t_1450,-96.1716,18.34206,286.0,False,469.05795,1.85623
t_1451,-96.21893,18.34389,228.0,False,500.17543,2.40567
t_1452,-96.26627,18.34571,261.0,False,484.66406,2.06099
t_1453,-96.3136,18.34751,247.0,False,491.91909,2.19517
t_1454,-95.64893,18.36613,182.0,False,513.61613,3.11309
t_1455,-95.7436,18.37011,211.0,False,506.13753,2.62866
t_1456,-95.83828,18.37403,216.0,False,504.51519,2.55917
t_1457,-95.93295,18.37788,219.0,False,503.49033,2.5191
t_1458,-96.02764,18.38168,262.0,False,484.10601,2.052
t_1459,-96.12233,18.38542,233.0,False,498.17254,2.3467
t_1460,-96.16968,18.38726,241.0,False,494.71818,2.2578
t_1461,-96.21702,18.38909,240.0,False,495.16714,2.26857
t_1462,-96.26437,18.39091,233.0,False,498.17254,2.3467
t_1463,-96.31172,18.39271,275.0,False,476.35366,1.94141
t_1464,-96.35907,18.3945,264.0,False,482.97367,2.03422
t_1465,-96.12039,18.43062,206.0,False,507.65588,2.70178
t_1466,-96.16775,18.43247,237.0,False,496.48439,2.30145
t_1467,-96.21511,18.4343,218.0,False,503.8363,2.53232
t_1468,-96.26248,18.43611,234.0,False,497.75773,2.33524
t_1469,-96.30984,18.43792,229.0,False,499.78425,2.39366
t_1470,-96.35721,18.4397,253.0,False,488.93588,2.13572
t_1471,-95.64474,18.45653,215.0,False,504.84815,2.57279
t_1472,-95.73947,18.46051,205.0,False,507.9474,2.71686
t_1473,-95.8342,18.46443,213.0,False,505.50128,2.60044
t_1474,-95.92894,18.46829,214.0,False,505.17684,2.58655
t_1475,-96.02369,18.47209,223.0,False,502.0622,2.46748
t_1476,-96.11844,18.47583,230.0,False,499.3884,2.38175
t_1477,-96.16582,18.47767,234.0,False,497.75773,2.33524
t_1478,-96.2132,18.47951,220.0,False,503.13996,2.50601
t_1479,-96.26058,18.48132,269.0,False,480.04735,1.99103
t_1480,-96.30796,18.48313,247.0,False,491.91909,2.19517
t_1481,-96.35535,18.48491,251.0,False,489.95103,2.1552
t_1482,-96.1165,18.52103,259.0,False,485.764,2.07921
t_1483,-96.16389,18.52288,234.0,False,497.75773,2.33524
t_1484,-96.21129,18.52472,229.0,False,499.78425,2.39366
t_1485,-96.25868,18.52653,238.0,False,496.05022,2.29039
t_1486,-96.30608,18.52834,239.0,False,495.61114,2.27943
t_1487,-96.35348,18.53013,291.0,False,465.5151,1.81978
t_1488,-95.64053,18.54694,199.0,False,509.61401,2.81077
t_1489,-95.73533,18.55092,181.0,False,513.82064,3.13278
t_1490,-95.83012,18.55484,184.0,False,513.19728,3.07441
t_1491,-95.92493,18.5587,600.0,False,125.83404,0.79526
t_1492,-96.01974,18.5625,600.0,False,125.83404,0.79526
t_1493,-96.11455,18.56625,212.0,False,505.8215,2.61448
t_1494,-96.16196,18.5681,233.0,False,498.17254,2.3467
t_1495,-96.20937,18.56993,233.0,False,498.17254,2.3467
t_1496,-96.25678,18.57175,225.0,False,501.32121,2.4424
t_1497,-96.3042,18.57355,236.0,False,496.91369,2.31261
t_1498,-96.35161,18.57534,248.0,False,491.4348,2.18505
t_1499,-96.11261,18.61146,229.0,False,499.78425,2.39366
t_1500,-96.16003,18.61331,222.0,False,502.42592,2.48019
t_1501,-96.20746,18.61515,243.0,False,493.80531,2.23656
t_1502,-96.25488,18.61697,234.0,False,497.75773,2.33524
t_1503,-96.30231,18.61877,239.0,False,495.61114,2.27943
t_1504,-96.34974,18.62056,253.0,False,488.93588,2.13572
t_1505,-95.63632,18.63735,181.0,False,513.82064,3.13278
t_1506,-95.73118,18.64134,255.0,False,487.89976,2.11657
t_1507,-95.82604,18.64526,215.0,False,504.84815,2.57279
t_1508,-95.92091,18.64913,199.0,False,509.61401,2.81077
t_1509,-96.01578,18.65293,197.0,False,510.13885,2.84344
t_1510,-96.11066,18.65668,252.0,False,489.44607,2.14542
t_1511,-96.1581,18.65853,220.0,False,503.13996,2.50601
t_1512,-98.07227,18.17755,407.0,False,347.01858,1.23976
t_1513,-97.6925,18.21238,612.0,False,116.25589,0.77745
t_1514,-97.73981,18.21373,584.0,False,139.56632,0.82023
t_1515,-97.78712,18.21506,501.0,False,227.6746,0.97746
t_1516,-97.83442,18.21638,377.0,False,383.31051,1.35325
t_1517,-97.88173,18.21769,455.0,False,285.52481,1.09131
t_1518,-97.92904,18.21898,427.0,False,321.64193,1.17356
t_1519,-97.97635,18.22026,542.0,False,180.81528,0.89334
t_1520,-98.02366,18.22152,354.0,False,408.92781,1.4543
t_1521,-98.07097,18.22277,384.0,False,375.09523,1.32507
t_1522,-97.69108,18.25759,349.0,False,414.18391,1.47816
t_1523,-97.7384,18.25894,768.0,False,39.01553,0.5996
t_1524,-97.78572,18.26027,554.0,False,168.27835,0.87124
t_1525,-97.83305,18.2616,364.0,False,398.06779,1.40868
t_1526,-97.88037,18.2629,714.0,False,57.33543,0.65175
t_1527,-97.9277,18.26419,456.0,False,284.2359,1.08857
t_1528,-97.97502,18.26547,530.0,False,193.91815,0.91652
t_1529,-98.02235,18.26673,396.0,False,360.63207,1.27923
t_1530,-98.06967,18.26798,411.0,False,341.99864,1.22597
t_1531,-97.68966,18.3028,511.0,False,215.72835,0.95561
t_1532,-97.737,18.30415,442.0,False,302.31289,1.12811
t_1533,-97.78433,18.30549,606.0,False,120.96828,0.78626
t_1534,-97.83167,18.30681,643.0,False,94.28564,0.73472
t_1535,-97.87901,18.30812,515.0,False,211.0356,0.94712
t_1536,-97.92635,18.30941,549.0,False,173.43135,0.88032
t_1537,-97.97369,18.31069,285.0,False,469.74946,1.86368
t_1538,-98.02103,18.31195,619.0,False,110.95001,0.7674
t_1539,-98.06838,18.3132,529.0,False,195.03452,0.9185
t_1540,-97.68824,18.34802,443.0,False,301.02085,1.12519
t_1541,-97.73559,18.34937,345.0,False,418.30139,1.49778
t_1542,-97.78294,18.35071,883.0,False,17.37145,0.51113
t_1543,-97.83029,18.35203,680.0,False,72.91555,0.68917
t_1544,-97.87765,18.35334,703.0,False,61.99094,0.66343
t_1545,-97.92501,18.35463,557.0,False,165.23591,0.86588
t_1546,-97.97236,18.35591,827.0,False,25.66965,0.55092
t_1547,-98.01972,18.35717,499.0,False,230.09832,0.98194
t_1548,-98.06708,18.35842,493.0,False,237.43289,0.99563
t_1549,-97.68681,18.39323,570.0,False,152.48803,0.84332
t_1550,-97.73418,18.39459,365.0,False,396.95737,1.40427
t_1551,-97.78155,18.39592,381.0,False,378.63755,1.33701
t_1552,-97.82892,18.39725,389.0,False,369.12368,1.3056
t_1553,-97.87629,18.39856,432.0,False,315.215,1.15803
t_1554,-97.92366,18.39985,416.0,False,335.68,1.20912
t_1555,-97.97103,18.40113,537.0,False,186.20791,0.90287
t_1556,-98.0184,18.40239,303.0,False,456.43054,1.73757
t_1557,-98.06578,18.40364,237.0,False,496.48439,2.30145
t_1558,-97.68539,18.43846,586.0,False,137.78935,0.81703
t_1559,-97.73277,18.43981,560.0,False,162.2309,0.86057
t_1560,-97.78015,18.44115,351.0,False,412.09584,1.46853
